0	2.16	-11	-25.52
0	6.62791	-9.95349	-26
0	8.35294	-7.58823	-28.4118
0	9.63077	-7.90769	-29.2154
0	10.76	-6.68	-26.28
0	9.94444	-7.79167	-25.5972
0	7.4	-7.98	-28.26
0	8.89474	-8.47368	-27.6842
0	7.08889	-6.35556	-28.2222
0	4.75	-4.02778	-27.8889
0	4.69565	-5.63043	-25.1957
0	6.46154	-8.34615	-23.1923
0	8.01887	-8.0566	-24.8868
0	8.22581	-8.64516	-25.4194
0	10.1277	-8.40425	-25.1064
0	9.58621	-7.17241	-22.2414
0	11.5263	-7.50877	-22.4561
0	14.08	-9.78	-25.66
0	10.3421	-10.1316	-28.1053
0	8.33333	-10.9487	-29.4615
0	8.98361	-14.0328	-32.9344
0	8.5	-16.6	-30.42
0	9.9	-15.65	-29
0	11.6667	-16.9861	-27.875
0	14.2373	-17.6102	-23.4915
0	12.6765	-21.7647	-20.7353
0	13.7353	-21.2059	-23.5882
0	11.2414	-20.6552	-25.1034
0	14.0476	-20.6984	-23.2063
0	13.48	-18.12	-21
0	12.5	-17.3947	-24.4737
0	13.05	-12.3167	-24.2667
0	12.1127	-13.9014	-24.1408
0	11.9048	-12.2857	-25.4286
0	11	-9.74074	-27.8889
0	11.1594	-10.6812	-30.3478
0	10.0469	-14.3438	-29.9219
0	9.88461	-14	-26
0	11.1818	-13.0606	-24.8788
0	8.38	-13.32	-27.9
0	10.1111	-9.11111	-26.2963
0	9.88889	-8.57407	-27.3148
0	5.71429	-7.7551	-28.3061
0	4.97143	-8.14286	-28.6286
0	8.81538	-10.2308	-28.4769
0	12.0938	-8.8125	-32.0312
0	15.6774	-10.0968	-34.6452
0	13.5217	-10.6739	-33.7174
0	12.7544	-13.3158	-30.614
0	12.26	-16.44	-30.38
0	10.0513	-17.8718	-33.4872
0	11.3	-18.52	-39.58
0	8.4918	-17.2787	-38.0164
0	11.6552	-16.931	-34.5517
0	11.7778	-15.2222	-33.8333
0	9.35294	-15.0588	-34.3529
0	8.61539	-17.3462	-31.0385
0	5.64286	-19.1905	-27.881
0	7.18033	-17.4918	-26.1311
0	5.28	-16.54	-26.78
0	7.46	-17.78	-27.6
0	10.9831	-18.6102	-26.8305
0	8.81538	-15.1385	-26.3077
0	8.6	-16.84	-27.96
0	6.6087	-17.1884	-31.029
0	9.26471	-19.8529	-33.6471
0	7.16667	-20.5556	-35.7778
0	8.39062	-21.1094	-37.625
0	11.9	-18.52	-36.54
0	10.9333	-16.7333	-34.4444
0	16.8209	-16.7612	-34.2836
0	13.9	-21.5	-37.44
0	18.283	-17.2642	-37.5283
0	17.9565	-18.1304	-36
0	18.24	-18.18	-34.58
0	17.28	-20.4	-37
0	14.92	-23.7	-35.3
0	14.4167	-24.7778	-32.9722
0	13.54	-24.96	-32.54
0	10.6957	-28.029	-33.9855
0	12.0612	-29.4898	-33.9388
0	10.9355	-29.6129	-37.8064
0	11.14	-28.14	-36.68
0	10.96	-28.22	-39.06
0	8.34	-27.24	-41.98
0	9.28	-24.4	-40.76
0	9	-23.3846	-44.9231
0	11.9	-25.5333	-43.7667
0	10.7639	-27.1667	-41.2639
0	11.6575	-24.9726	-37.9041
0	11.9231	-28.0385	-38.1923
0	13.8088	-27.9706	-33.1618
0	13.5517	-27.7069	-26.9138
0	12.274	-30.1096	-24.863
0	13.8986	-34.1304	-21.2899
0	13.9677	-31.129	-24.4839
0	15.5	-34.3125	-23.0625
0	18.1791	-36.0299	-25.0299
0	19.32	-34.52	-25.96
0	21.58	-31.98	-29.68
0	21.82	-31	-29.94
0	23.8	-28.64	-26.16
0	19.7755	-26.8571	-23.6735
0	17.5254	-23.5593	-25.0678
0	13.4	-26.6667	-22
0	10	-30.137	-20.2329
0	6.6	-29.15	-19.05
0	7.58	-31.1	-20.72
0	6.84	-27.98	-18.98
0	10.08	-27.16	-18.68
0	13.56	-26.28	-21.64
0	15.35	-27.2	-21.85
0	11.9143	-26.2857	-20.1143
0	12.2	-27.9571	-24.4714
0	11.8615	-26.7692	-27.5385
0	9.09091	-25.6212	-28.2879
0	9.21667	-24.3167	-29.9
0	5.75	-23.325	-28.625
0	5.21569	-22.9216	-28.9412
0	10.2	-22.08	-27.68
0	8.5	-20.381	-28.7857
0	8.40625	-23.25	-33.7812
0	9.27027	-21.7027	-34.7297
0	12.0426	-17	-37.1915
0	11.64	-13.32	-39.04
0	8.2	-12.92	-40
0	9.14	-8.04	-40.9
0	7.6	-10.48	-40.04
0	3.86	-10.7	-38.12
0	3.2	-8.82	-42.82
