6	-6	1
-11	-2	1
-15	13	-4
-2	-12	0
-1	-9	-8
3	13	-1
1	10	3
6	-3	14
-10	-3	-2
6	-3	16
3	-10	-11
10	9	1
0	9	-7
7	-13	-5
6	-4	2
3	0	7
-14	11	-9
-14	10	9
-12	17	6
-2	10	6
15	15	-13
15	14	7
-15	16	5
-14	7	6
-12	-10	-1
-15	-1	-8
13	-8	-13
0	-10	-3
-3	0	-8
-18	-2	-5
-11	1	-3
-5	-7	-15
0	12	-3
-2	-4	-8
-18	-3	11
9	3	1
-15	-5	11
-8	17	3
0	14	-2
5	-8	12
3	-5	-10
2	-9	4
-3	-5	-11
-12	7	12
