9	15	18	0
8	15	18	3
8	14	18	6
8	14	19	9
8	13	19	12
9	13	19	13
9	12	19	14
10	12	19	15
10	12	20	18
10	12	19	21
9	12	19	24
8	12	19	27
7	12	19	30
6	12	19	31
6	13	19	32
6	13	18	33
6	14	18	36
6	15	18	39
5	15	18	42
5	14	18	45
6	14	18	48
7	14	18	51
6	14	18	54
6	13	18	57
7	13	18	60
7	12	18	63
7	12	19	66
7	12	18	69
7	11	18	72
8	11	18	73
8	11	17	74
8	10	17	75
8	10	18	78
7	10	18	81
7	10	17	84
7	10	18	87
7	10	19	90
7	10	20	91
7	11	20	92
7	12	20	93
7	12	21	96
7	11	21	99
6	11	21	102
6	10	21	105
5	10	21	108
5	11	21	111
6	11	21	114
6	12	21	117
6	12	22	120
7	12	22	121
8	12	22	122
9	12	22	123
9	12	21	126
9	12	20	129
8	12	20	132
8	12	19	135
8	13	19	138
7	13	19	141
8	13	19	144
8	13	20	147
9	13	20	150
8	13	20	151
7	13	20	152
7	14	20	153
7	14	19	156
7	14	20	159
7	14	19	162
7	14	18	165
6	14	18	168
5	14	18	169
4	14	18	170
4	13	18	171
4	13	19	174
4	14	19	177
4	13	19	180
5	13	19	183
6	13	19	186
6	13	20	187
7	13	20	188
7	14	20	189
7	14	19	192
8	14	19	193
8	15	19	194
8	16	19	195
8	16	20	198
7	16	20	199
7	15	20	200
7	14	20	201
7	14	21	204
8	14	21	205
9	14	21	206
9	13	21	207
9	13	22	210
8	13	22	211
7	13	22	212
7	12	22	213
7	12	21	216
7	12	20	219
7	13	20	222
7	13	19	225
6	13	19	228
7	13	19	231
7	12	19	234
7	12	18	235
7	12	17	236
8	12	17	237
8	11	17	240
7	11	17	243
7	11	18	246
7	12	18	249
6	12	18	252
6	11	18	255
6	12	18	258
7	12	18	261
7	13	18	264
6	13	18	267
6	12	18	270
6	12	19	271
7	12	19	272
7	12	20	273
6	12	20	276
6	11	20	279
6	12	20	282
6	12	21	285
7	12	21	288
8	12	21	289
9	12	21	290
9	11	21	291
9	11	22	294
8	11	22	295
8	12	22	296
8	12	21	297
8	12	20	300
7	12	20	303
7	12	19	306
6	12	19	309
6	12	20	312
6	11	20	315
6	10	20	318
5	10	20	321
4	10	20	324
4	11	20	325
4	11	19	326
4	12	19	327
4	13	19	328
4	14	19	329
5	14	19	330
5	14	20	331
6	14	20	332
6	13	20	333
6	12	20	336
5	12	20	339
5	12	21	342
5	13	21	345
5	13	22	348
6	13	22	351
6	13	21	354
6	13	20	357
5	13	20	360
5	14	20	361
5	13	20	362
5	14	20	363
5	14	21	366
5	13	21	369
5	12	21	372
6	12	21	375
5	12	21	378
5	11	21	381
6	11	21	384
6	10	21	385
5	10	21	386
5	10	20	387
5	10	19	390
5	10	20	393
6	10	20	396
7	10	20	397
8	10	20	398
8	11	20	399
7	11	20	402
6	11	20	403
6	11	21	404
6	11	22	405
6	11	23	408
5	11	23	409
4	11	23	410
4	11	22	411
4	11	21	414
5	11	21	415
5	10	21	416
5	10	20	417
5	11	20	420
5	11	19	423
5	11	20	426
6	11	20	429
6	11	21	432
7	11	21	433
7	11	22	434
7	11	23	435
7	11	24	438
7	10	24	441
7	10	23	444
